id,Isolate,Species,Cohort,Region,Country,Year,Description,sample_accession_number,Classification,Cluster,sul2,aph(3'')-Ib,aph(6)-Id,tet(B),catA2,aph(6)-Id*,aph(3'')-Ib*,blaBRO-1,blaBRO-2,blaBRO-1*,blaBRO-1^,blaBRO-2*,AG261,AB778,AC411
SAMEA4622413_fa,SAMEA4622413,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622413,Seroresistant,Seroresistant_85,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent
SAMEA4622323_fa,SAMEA4622323,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622323,Seroresistant,Seroresistant_111,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622543_fa,SAMEA4622543,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4622543,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622164_fa,SAMEA4622164,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622164,Serosensitive,Serosensitive_33,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622987_fa,SAMEA4622987,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622987,Serosensitive,Serosensitive_33,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622141_fa,SAMEA4622141,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622141,Seroresistant,Seroresistant_53,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4620530_fa,SAMEA4620530,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620530,Seroresistant,Seroresistant_53,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4622859_fa,SAMEA4622859,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4622859,Seroresistant,Seroresistant_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621841_fa,SAMEA4621841,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621841,Seroresistant,Seroresistant_81,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622247_fa,SAMEA4622247,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622247,Seroresistant,Seroresistant_28,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621729_fa,SAMEA4621729,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621729,Seroresistant,Seroresistant_168,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620380_fa,SAMEA4620380,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620380,Seroresistant,Seroresistant_32,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622751_fa,SAMEA4622751,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622751,Seroresistant,Seroresistant_14,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621344_fa,SAMEA4621344,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621344,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620493_fa,SAMEA4620493,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620493,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621385_fa,SAMEA4621385,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621385,Serosensitive,Serosensitive_20,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621889_fa,SAMEA4621889,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621889,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621890_fa,SAMEA4621890,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621890,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621123_fa,SAMEA4621123,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4621123,Seroresistant,Seroresistant_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621529_fa,SAMEA4621529,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4621529,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621924_fa,SAMEA4621924,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4621924,Seroresistant,Seroresistant_42,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622166_fa,SAMEA4622166,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2015,Single isolate,SAMEA4622166,Seroresistant,Seroresistant_33,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621519_fa,SAMEA4621519,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621519,Seroresistant,Seroresistant_14,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622183_fa,SAMEA4622183,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622183,Seroresistant,Seroresistant_7,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621789_fa,SAMEA4621789,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621789,Seroresistant,Seroresistant_7,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620801_fa,SAMEA4620801,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620801,Serosensitive,Serosensitive_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620475_fa,SAMEA4620475,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620475,Serosensitive,Serosensitive_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620562_fa,SAMEA4620562,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620562,Serosensitive,Serosensitive_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621001_fa,SAMEA4621001,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621001,Seroresistant,Seroresistant_159,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620519_fa,SAMEA4620519,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620519,Serosensitive,Serosensitive_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620534_fa,SAMEA4620534,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4620534,Serosensitive,Serosensitive_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621211_fa,SAMEA4621211,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4621211,Serosensitive,Serosensitive_11,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621429_fa,SAMEA4621429,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621429,Seroresistant,Seroresistant_69,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620661_fa,SAMEA4620661,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620661,Seroresistant,Seroresistant_56,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620394_fa,SAMEA4620394,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620394,Seroresistant,Seroresistant_56,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620405_fa,SAMEA4620405,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620405,Seroresistant,Seroresistant_56,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621315_fa,SAMEA4621315,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621315,Seroresistant,Seroresistant_48,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620508_fa,SAMEA4620508,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620508,Seroresistant,Seroresistant_8,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4621703_fa,SAMEA4621703,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4621703,Serosensitive,Serosensitive_61,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622120_fa,SAMEA4622120,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622120,Seroresistant,Seroresistant_63,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620338_fa,SAMEA4620338,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620338,Seroresistant,Seroresistant_24,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622797_fa,SAMEA4622797,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622797,Seroresistant,Seroresistant_97,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620848_fa,SAMEA4620848,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620848,Seroresistant,Seroresistant_97,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622752_fa,SAMEA4622752,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622752,Unclustered,Unclustered,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622665_fa,SAMEA4622665,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622665,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622510_fa,SAMEA4622510,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622510,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621204_fa,SAMEA4621204,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621204,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620521_fa,SAMEA4620521,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620521,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620536_fa,SAMEA4620536,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4620536,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620854_fa,SAMEA4620854,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4620854,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620512_fa,SAMEA4620512,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4620512,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621387_fa,SAMEA4621387,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4621387,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621996_fa,SAMEA4621996,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4621996,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622376_fa,SAMEA4622376,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622376,Seroresistant,Seroresistant_34,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4621550_fa,SAMEA4621550,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621550,Seroresistant,Seroresistant_34,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4620357_fa,SAMEA4620357,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620357,Seroresistant,Seroresistant_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621190_fa,SAMEA4621190,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621190,Seroresistant,Seroresistant_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621317_fa,SAMEA4621317,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621317,Seroresistant,Seroresistant_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620932_fa,SAMEA4620932,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620932,Seroresistant,Seroresistant_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622435_fa,SAMEA4622435,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622435,Seroresistant,Seroresistant_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622052_fa,SAMEA4622052,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4622052,Seroresistant,Seroresistant_124,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620907_fa,SAMEA4620907,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620907,Seroresistant,Seroresistant_26,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620303_fa,SAMEA4620303,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620303,Seroresistant,Seroresistant_107,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620588_fa,SAMEA4620588,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620588,Seroresistant,Seroresistant_5,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621398_fa,SAMEA4621398,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621398,Seroresistant,Seroresistant_164,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622029_fa,SAMEA4622029,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4622029,Seroresistant,Seroresistant_19,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621790_fa,SAMEA4621790,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621790,Seroresistant,Seroresistant_14,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620918_fa,SAMEA4620918,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620918,Seroresistant,Seroresistant_13,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620851_fa,SAMEA4620851,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620851,Seroresistant,Seroresistant_225,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620504_fa,SAMEA4620504,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620504,Seroresistant,Seroresistant_164,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620565_fa,SAMEA4620565,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620565,Seroresistant,Seroresistant_64,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622057_fa,SAMEA4622057,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622057,Seroresistant,Seroresistant_5,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621063_fa,SAMEA4621063,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621063,Seroresistant,Seroresistant_5,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622911_fa,SAMEA4622911,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622911,Seroresistant,Seroresistant_13,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622345_fa,SAMEA4622345,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4622345,Seroresistant,Seroresistant_13,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622368_fa,SAMEA4622368,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4622368,Serosensitive,Serosensitive_56,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622660_fa,SAMEA4622660,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2015,Single isolate,SAMEA4622660,Seroresistant,Seroresistant_5,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620289_fa,SAMEA4620289,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620289,Seroresistant,Seroresistant_168,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622920_fa,SAMEA4622920,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622920,Seroresistant,Seroresistant_63,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620353_fa,SAMEA4620353,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620353,Seroresistant,Seroresistant_32,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
