Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# Ns per 100 kbp
SAMEA4620336.assembly	18	10	7	7	7	7	1912913	1910396	1903390	1903390	1903390	1903390	12	702911	1911628	41.47	347910	209755	2	4	0.00
SAMEA4621889.assembly	32	18	8	7	6	6	1907559	1903169	1883266	1877533	1864239	1864239	22	688586	1905571	41.58	398270	356357	2	3	0.00
SAMEA4620392.assembly	13	10	6	5	5	5	1859812	1859048	1846556	1840823	1840823	1840823	10	686844	1859048	41.69	453892	347278	2	3	0.00
SAMEA4622020.assembly	9	7	7	6	6	6	1835398	1834553	1834553	1828879	1828879	1828879	8	908884	1835116	41.65	347088	227857	2	3	0.00
SAMEA4620397.assembly	19	11	7	6	6	5	1909780	1906887	1892771	1887037	1887037	1854298	13	694286	1908249	41.58	454262	348388	2	3	0.00
SAMEA4620381.assembly	38	18	14	9	8	6	1977316	1968798	1959120	1923604	1905804	1832578	24	416863	1973154	41.47	364872	322829	3	4	0.00
SAMEA4620399.assembly	14	10	9	8	8	7	1932447	1931098	1929789	1924055	1924055	1884278	11	654843	1931849	41.45	455029	349859	2	3	0.00
SAMEA4620375.assembly	51	25	16	12	9	8	2071883	2060673	2034184	2006678	1958688	1912025	34	423565	2067354	41.29	281192	209981	3	5	0.00
SAMEA4620314.assembly	23	14	10	9	7	7	1849420	1846574	1837868	1832134	1802916	1802916	16	455456	1847876	41.57	286241	227679	3	4	0.00
SAMEA4620378.assembly	20	12	10	8	8	8	1912041	1909498	1907052	1894017	1894017	1894017	14	487142	1910896	41.47	228077	201312	3	5	0.00
SAMEA4621996.assembly	24	13	7	6	5	5	1906185	1902946	1888940	1883208	1870786	1870786	15	689320	1904103	41.59	478550	356285	2	3	0.00
SAMEA4620366.assembly	12	10	6	5	5	5	1842976	1842475	1828859	1823125	1823125	1823125	10	655988	1842475	41.65	461859	347590	2	3	0.00
SAMEA4620402.assembly	32	16	9	6	6	6	1900925	1894001	1879199	1861742	1861742	1861742	22	686521	1898340	41.61	398747	356468	2	3	0.00
SAMEA4620445.assembly	38	17	7	5	5	5	1893067	1884363	1859670	1849105	1849105	1849105	25	656450	1889741	41.48	471872	357542	2	3	0.00
SAMEA4620434.assembly	22	13	7	6	5	5	1850905	1849095	1835454	1829821	1816200	1816200	13	654020	1849095	41.56	448268	356729	2	3	0.00
SAMEA4620440.assembly	24	15	13	10	10	7	1965910	1963772	1956812	1936171	1936171	1821802	15	498222	1963772	41.50	356336	161375	3	5	0.00
SAMEA4620323.assembly	20	12	7	6	6	5	1932869	1930681	1917796	1912063	1912063	1865994	13	684083	1931497	41.47	467237	348445	2	3	0.00
SAMEA4620406.assembly	37	20	11	9	7	7	1927685	1921731	1898109	1887223	1849835	1849835	24	452419	1924036	41.51	319673	194776	3	5	0.00
SAMEA4620441.assembly	21	14	10	8	8	7	1960710	1957717	1945918	1933062	1933062	1893359	17	476554	1959947	41.42	322098	210029	3	5	0.00
SAMEA4620447.assembly	31	16	9	6	6	6	1916173	1911289	1893652	1873635	1873635	1873635	19	489538	1913536	41.38	346249	227812	3	4	0.00
SAMEA4620400.assembly	40	13	11	9	8	7	2059074	2046987	2042637	2030463	2012714	1972850	23	817907	2055025	41.38	356788	212357	2	4	0.00
SAMEA4620413.assembly	35	16	8	5	5	5	1897230	1889660	1870145	1849398	1849398	1849398	22	656533	1893900	41.45	471152	357658	2	3	0.00
SAMEA4620414.assembly	19	11	6	5	5	5	1851945	1850375	1838028	1832395	1832395	1832395	11	654020	1850375	41.56	464463	356729	2	3	0.00
SAMEA4620450.assembly	36	22	11	8	8	8	1921771	1914951	1885297	1868227	1868227	1868227	28	475964	1919529	41.53	231772	203717	3	5	0.00
SAMEA4621267.assembly	30	18	6	5	5	5	1878149	1874542	1847117	1841383	1841383	1841383	20	680388	1875955	41.63	466129	345980	2	3	0.00
SAMEA4620390.assembly	37	20	9	7	7	6	1878443	1872548	1848771	1837260	1837260	1811406	25	435015	1875818	41.62	346267	332855	3	4	0.00
SAMEA4620466.assembly	24	16	10	8	7	7	1877471	1875375	1857517	1846658	1822181	1822181	16	452978	1875375	41.64	354290	231688	3	4	0.00
SAMEA4620481.assembly	30	19	12	10	9	8	1877179	1873819	1854731	1843872	1819395	1785239	20	452558	1874685	41.64	302237	231688	3	4	0.00
SAMEA4620474.assembly	34	17	12	10	9	9	1842331	1837673	1822241	1809492	1799173	1799173	18	399118	1838369	41.61	315443	178467	3	5	0.00
SAMEA4620420.assembly	40	21	12	8	8	8	1890513	1883504	1863050	1836578	1836578	1836578	27	656526	1887668	41.48	468415	306605	2	3	0.00
SAMEA4620444.assembly	38	14	9	7	7	7	1928515	1920650	1906883	1893537	1893537	1893537	17	463330	1923259	41.48	346376	213008	3	4	0.00
SAMEA4620401.assembly	31	18	11	10	8	8	1843007	1839213	1819525	1813792	1783251	1783251	19	455799	1839909	41.61	295778	229314	3	5	0.00
SAMEA4620442.assembly	13	10	6	5	5	5	1859986	1859222	1846731	1841061	1841061	1841061	10	687193	1859222	41.69	453757	347293	2	3	0.00
SAMEA4621309.assembly	33	19	6	5	5	5	1878552	1873864	1841583	1835849	1835849	1835849	22	680943	1875888	41.62	459679	346248	2	3	0.00
SAMEA4620421.assembly	18	11	10	9	9	9	1911546	1909103	1907785	1902052	1902052	1902052	13	487159	1910501	41.47	232175	186609	3	5	0.00
SAMEA4620452.assembly	45	21	13	9	8	6	2018063	2009796	1986123	1960236	1937870	1859185	26	431386	2013595	41.29	361592	233376	3	5	0.00
SAMEA4620409.assembly	21	15	11	9	9	7	1908035	1905894	1891180	1876817	1876817	1822186	16	456025	1906645	41.45	355031	229296	3	4	0.00
SAMEA4620431.assembly	28	13	8	6	6	5	1934919	1930549	1916641	1905388	1905388	1869936	15	692023	1931991	41.58	460547	349405	2	3	0.00
SAMEA4620412.assembly	86	30	14	13	10	8	1972322	1953710	1916557	1911048	1861515	1787063	44	401164	1963170	41.47	244894	170887	4	6	0.00
SAMEA4620446.assembly	45	25	18	12	12	9	1977141	1970425	1952521	1913681	1913681	1799539	30	393561	1973676	41.45	239304	170350	3	6	0.00
SAMEA4621330.assembly	27	17	10	8	6	5	1979520	1975992	1963796	1950071	1908901	1878482	21	831313	1978310	41.37	378139	310931	2	3	0.00
SAMEA4620479.assembly	22	15	8	7	6	6	1904398	1902038	1882864	1877132	1865950	1865950	17	691851	1903153	41.59	396785	356294	2	3	0.00
SAMEA4620448.assembly	32	16	9	6	6	6	1900813	1893968	1879166	1861709	1861709	1861709	21	686520	1897759	41.61	398749	356407	2	3	0.00
SAMEA4621269.assembly	36	19	9	7	7	6	1933735	1928670	1906348	1892651	1892651	1857069	21	687500	1930371	41.43	465707	346325	2	3	0.00
SAMEA4620915.assembly	32	15	9	7	6	5	1897853	1890549	1876985	1863457	1845077	1806330	22	656485	1895593	41.46	429230	357580	2	3	0.00
SAMEA4620468.assembly	17	11	10	9	9	9	1911602	1909125	1907807	1902074	1902074	1902074	14	487179	1911077	41.47	228068	186609	3	5	0.00
SAMEA4620428.assembly	30	15	8	6	6	6	1876560	1871417	1855752	1844560	1844560	1844560	18	549938	1873646	41.61	460023	217830	2	4	0.00
SAMEA4620432.assembly	30	16	11	10	9	8	1890616	1885036	1867248	1861514	1845081	1805271	20	455582	1888034	41.51	280007	167933	3	5	0.00
SAMEA4620460.assembly	16	10	9	8	8	8	1912132	1909655	1908337	1902604	1902604	1902604	13	487158	1911607	41.47	252364	214903	3	5	0.00
SAMEA4620488.assembly	37	17	9	6	6	6	1897233	1889390	1869875	1849128	1849128	1849128	23	656532	1893630	41.45	471156	230555	2	4	0.00
SAMEA4621416.assembly	21	11	6	5	5	5	1864455	1860390	1848074	1842341	1842341	1842341	14	682570	1862633	41.68	455595	346501	2	3	0.00
SAMEA4620408.assembly	62	25	14	11	10	7	1936271	1924015	1898766	1878320	1853611	1749132	33	619140	1929808	41.48	357935	214051	2	4	0.00
SAMEA4620458.assembly	63	30	13	10	10	8	2033903	2023515	1983768	1965091	1965091	1879571	36	455137	2027939	41.21	260004	229136	3	5	0.00
SAMEA4621315.assembly	32	16	9	6	6	6	1901386	1894460	1879640	1862182	1862182	1862182	22	686520	1898799	41.61	399255	356407	2	3	0.00
SAMEA4620403.assembly	21	10	7	6	6	6	1858298	1853667	1843715	1837982	1837982	1837982	14	682834	1856954	41.60	465491	285095	2	3	0.00
SAMEA4621274.assembly	32	17	7	6	6	5	1893984	1889281	1865516	1860015	1860015	1824357	19	657864	1890960	41.50	464013	347391	2	3	0.00
SAMEA4620430.assembly	38	25	14	12	8	7	2041651	2035775	2006350	1995194	1914919	1874923	31	439831	2039880	41.26	324839	219022	3	5	0.00
SAMEA4621448.assembly	32	15	8	6	6	6	1882523	1877675	1862224	1851264	1851264	1851264	17	684783	1878988	41.63	456108	346327	2	3	0.00
SAMEA4620469.assembly	35	20	11	10	10	9	2023731	2017477	1996368	1990939	1990939	1951157	24	443415	2020955	41.45	260322	175980	3	6	0.00
SAMEA4621356.assembly	29	14	8	6	5	5	1938705	1933578	1919110	1904747	1883658	1883658	17	721351	1936055	41.37	463109	354749	2	3	0.00
SAMEA4621422.assembly	29	17	9	8	8	7	1929539	1926212	1904452	1898719	1898719	1871830	17	452065	1926212	41.50	335426	194776	3	5	0.00
SAMEA4620437.assembly	22	13	8	6	5	5	1930402	1927532	1916020	1901890	1884680	1884680	16	732079	1929365	41.53	459841	348236	2	3	0.00
SAMEA4621272.assembly	47	23	17	16	12	8	1976539	1967128	1957286	1952013	1879079	1728622	28	522778	1971354	41.43	249509	105865	3	6	0.00
SAMEA4620970.assembly	22	13	8	6	6	6	1844277	1841090	1827798	1816640	1816640	1816640	16	646773	1842957	41.60	403787	347218	2	3	0.00
SAMEA4620411.assembly	24	14	9	8	7	7	1886840	1883421	1870596	1864863	1840423	1840423	17	466471	1885201	41.68	346120	227923	3	4	0.00
SAMEA4620470.assembly	44	18	10	7	6	6	1893987	1882953	1864712	1846914	1830382	1830382	30	655873	1890767	41.46	471819	229986	2	4	0.00
SAMEA4621371.assembly	32	15	10	9	6	6	1881945	1875743	1869274	1863639	1807064	1807064	18	653237	1878250	41.51	457066	229826	2	4	0.00
SAMEA4621408.assembly	19	14	6	5	5	5	1865819	1863945	1845224	1839503	1839503	1839503	15	687764	1864509	41.68	448040	348892	2	3	0.00
SAMEA4620976.assembly	13	10	6	5	5	5	1860093	1859329	1846838	1841168	1841168	1841168	10	687216	1859329	41.69	453874	347278	2	3	0.00
SAMEA4621336.assembly	26	15	8	7	7	5	1957293	1954127	1937525	1931822	1931822	1870368	16	720281	1955036	41.38	441345	348192	2	3	0.00
SAMEA4621312.assembly	15	11	8	7	7	7	1840922	1840021	1828494	1822761	1822761	1822761	11	458295	1840021	41.63	357534	228437	3	4	0.00
SAMEA4620486.assembly	29	18	11	9	8	8	1918950	1916349	1898218	1884905	1867395	1867395	19	470639	1917159	41.65	348883	172870	3	4	0.00
SAMEA4620422.assembly	23	13	9	8	8	7	1908971	1905613	1888930	1883196	1883196	1850457	15	454270	1906975	41.59	348388	268164	3	4	0.00
SAMEA4621398.assembly	29	19	12	10	8	7	1974143	1970099	1953653	1941238	1914169	1870309	24	469760	1973223	41.50	279969	211756	3	5	0.00
SAMEA4620986.assembly	11	9	7	6	5	4	1861516	1861129	1857125	1851392	1828229	1788234	9	1096611	1861129	41.64	1096611	347286	1	2	0.00
SAMEA4620457.assembly	37	22	16	15	13	9	1940539	1935347	1923745	1916729	1883258	1718408	24	848878	1937035	41.48	257254	83681	2	5	0.00
SAMEA4621438.assembly	29	17	11	10	9	8	1930386	1925349	1908592	1902858	1886425	1846548	21	455603	1928280	41.53	276661	196157	3	5	0.00
SAMEA4621308.assembly	24	13	7	5	5	5	1874485	1870335	1855804	1841978	1841978	1841978	17	678737	1872955	41.62	458061	348313	2	3	0.00
SAMEA4620494.assembly	24	14	9	8	7	7	1886836	1883417	1870592	1864859	1840419	1840419	17	466472	1885197	41.68	346118	227923	3	4	0.00
SAMEA4620475.assembly	24	17	10	8	7	6	1979424	1976159	1962097	1948432	1926887	1893873	21	831274	1978749	41.38	377867	310871	2	3	0.00
SAMEA4621279.assembly	40	21	12	8	8	8	1935754	1928753	1905933	1880708	1880708	1880708	26	468634	1932250	41.49	244484	199815	3	5	0.00
SAMEA4621479.assembly	28	17	9	9	7	7	1929205	1925484	1904175	1904175	1871151	1871151	19	452410	1926649	41.50	335426	194777	3	5	0.00
SAMEA4621478.assembly	43	18	10	8	7	7	1877404	1868075	1847433	1833911	1817484	1817484	26	652561	1873441	41.54	471798	287901	2	3	0.00
SAMEA4620917.assembly	36	17	8	7	7	6	1899542	1893859	1873252	1867519	1867519	1832032	20	656863	1896448	41.52	462037	347448	2	3	0.00
SAMEA4620989.assembly	33	18	13	10	9	8	1939612	1934199	1925403	1908850	1892449	1845631	22	643623	1937043	41.46	279871	138192	3	5	0.00
SAMEA4621449.assembly	22	16	9	8	8	8	1919842	1918170	1900038	1894317	1894317	1894317	17	489085	1918980	41.65	348883	172869	3	4	0.00
SAMEA4620407.assembly	28	20	10	9	9	7	1972624	1969446	1945571	1940142	1940142	1855995	22	611215	1971057	41.43	260554	180525	3	5	0.00
SAMEA4620493.assembly	36	20	10	8	7	5	1907664	1902133	1882292	1868370	1855015	1789725	25	688684	1905571	41.58	398271	356358	2	3	0.00
SAMEA4620473.assembly	21	12	10	8	7	7	1947606	1943621	1936881	1925380	1908996	1908996	15	754034	1946077	41.40	462177	277689	2	3	0.00
SAMEA4620478.assembly	22	14	9	8	7	7	1869042	1865726	1850434	1844701	1833825	1833825	16	464721	1867214	41.61	347411	227857	3	4	0.00
SAMEA4621314.assembly	7	6	5	4	4	4	1817884	1817603	1816295	1810562	1810562	1810562	6	1118884	1817603	41.70	1118884	347307	1	2	0.00
SAMEA4621343.assembly	13	10	6	5	5	5	1859713	1858949	1846458	1840787	1840787	1840787	10	686797	1858949	41.69	453900	347278	2	3	0.00
SAMEA4620435.assembly	27	17	11	9	8	8	1877184	1873929	1856071	1845212	1820735	1820735	18	452978	1874795	41.64	354290	138191	3	5	0.00
SAMEA4620471.assembly	34	16	11	10	9	7	1889534	1882640	1865716	1860081	1843704	1770682	21	655132	1886451	41.53	456391	137960	2	4	0.00
SAMEA4621320.assembly	49	17	9	8	8	6	1936862	1924465	1903114	1897393	1897393	1820434	28	656500	1932086	41.45	461961	347955	2	3	0.00
SAMEA4621471.assembly	28	17	11	9	8	8	1929299	1925378	1907857	1893467	1872184	1872184	19	353408	1926778	41.50	296625	178736	3	6	0.00
SAMEA4622633.assembly	37	21	12	9	9	8	1937670	1931757	1908793	1886954	1886954	1851373	25	455811	1934832	41.44	312118	167865	3	5	0.00
SAMEA4620467.assembly	42	25	14	11	11	11	1923836	1917928	1893391	1876569	1876569	1876569	30	459566	1921283	41.63	184925	140362	4	7	0.00
SAMEA4620924.assembly	38	16	9	7	5	5	1908077	1899260	1880487	1866127	1830372	1830372	22	655718	1903701	41.47	459621	358221	2	3	0.00
SAMEA4621311.assembly	30	17	13	11	10	9	1929835	1925099	1914897	1900767	1883557	1848634	21	545837	1927882	41.52	459842	209544	2	4	0.00
SAMEA4620941.assembly	15	9	8	7	7	7	1912149	1910126	1908808	1903075	1903075	1903075	11	487163	1911524	41.47	322127	209754	3	5	0.00
SAMEA4621505.assembly	20	13	8	7	6	5	1897705	1895801	1882964	1877243	1867226	1827402	14	696049	1896380	41.68	427211	349060	2	3	0.00
SAMEA4621534.assembly	35	21	8	6	6	6	1890948	1885358	1853035	1840091	1840091	1840091	25	656447	1888176	41.48	471834	357542	2	3	0.00
SAMEA4621004.assembly	32	18	8	7	6	6	1907868	1903414	1883573	1877840	1864485	1864485	22	688638	1905880	41.58	398271	356358	2	3	0.00
SAMEA4620990.assembly	36	18	12	10	10	10	1884266	1876417	1861877	1846493	1846493	1846493	24	459660	1881086	41.62	231821	168877	3	5	0.00
SAMEA4620932.assembly	41	18	11	7	7	7	1892725	1882474	1864598	1838437	1838437	1838437	28	655314	1889242	41.47	471288	169390	2	4	0.00
SAMEA4620995.assembly	46	17	11	9	9	9	1842997	1833051	1817199	1804393	1804393	1804393	23	512314	1837467	41.60	230426	135901	3	5	0.00
SAMEA4620914.assembly	38	19	12	9	7	7	1928432	1921654	1906524	1882586	1859737	1859737	24	459694	1925144	41.61	346181	210927	3	5	0.00
SAMEA4621328.assembly	7	6	5	4	4	4	1816266	1815984	1814676	1809029	1809029	1809029	6	1116901	1815984	41.70	1116901	347594	1	2	0.00
SAMEA4620906.assembly	38	19	12	9	7	7	1928825	1922047	1906917	1882979	1860130	1860130	24	459665	1925537	41.61	346181	210927	3	5	0.00
SAMEA4621480.assembly	15	12	8	7	6	6	1925858	1925094	1911776	1906106	1883465	1883465	12	453984	1925094	41.48	347278	327140	3	4	0.00
SAMEA4620991.assembly	22	13	7	6	5	5	1850901	1849091	1835451	1829818	1816197	1816197	13	654021	1849091	41.56	448264	356729	2	3	0.00
SAMEA4621372.assembly	27	16	10	9	8	7	1919987	1916513	1902555	1897025	1882930	1839072	18	463686	1917679	41.66	296346	196280	3	5	0.00
SAMEA4620911.assembly	25	19	9	8	8	6	1974712	1972711	1949171	1943803	1943803	1859602	20	611188	1973338	41.44	445369	222937	2	4	0.00
SAMEA4621548.assembly	28	18	7	6	6	5	1919536	1916310	1889516	1883782	1883782	1843527	20	681548	1917723	41.59	467055	345964	2	3	0.00
SAMEA4621551.assembly	46	25	15	12	11	11	1927114	1917723	1895381	1873865	1861573	1861573	32	478211	1923433	41.48	214937	134097	3	6	0.00
SAMEA4621052.assembly	61	23	11	9	6	6	1898125	1887733	1859287	1842499	1785861	1785861	27	437523	1890912	41.46	337828	230824	3	4	0.00
SAMEA4621457.assembly	14	11	8	7	6	5	1950508	1949764	1939735	1934002	1909352	1869379	11	726422	1949764	41.41	440573	346918	2	3	0.00
SAMEA4621504.assembly	25	16	9	8	8	6	1939681	1936994	1922245	1916512	1916512	1839737	18	651571	1938216	41.44	475344	217824	2	4	0.00
SAMEA4620930.assembly	42	19	11	7	7	6	1931865	1922839	1903942	1879922	1879922	1840098	27	656448	1928174	41.44	471829	357549	2	3	0.00
SAMEA4621559.assembly	27	15	12	9	9	7	1965996	1962280	1953067	1932488	1932488	1851227	17	498221	1963580	41.50	356335	208107	3	4	0.00
SAMEA4620927.assembly	31	17	11	9	8	7	1898298	1892106	1878517	1865053	1846673	1807926	23	656092	1896454	41.47	357581	229479	2	4	0.00
SAMEA4620907.assembly	12	10	6	5	5	5	1837947	1837528	1824782	1819049	1819049	1819049	10	644441	1837528	41.67	469074	347986	2	3	0.00
SAMEA4620985.assembly	20	15	7	6	6	6	1884400	1883405	1862134	1856402	1856402	1856402	15	684867	1883405	41.63	407768	353363	2	3	0.00
SAMEA4621503.assembly	33	17	9	8	8	6	1972609	1968254	1948654	1942920	1942920	1867410	19	703761	1969956	41.37	461988	218702	2	4	0.00
SAMEA4620490.assembly	48	21	14	11	8	6	1983142	1973496	1954300	1934505	1888455	1822585	28	431784	1978451	41.40	352843	235527	3	5	0.00
SAMEA4620988.assembly	13	10	6	5	5	5	1859558	1858794	1846303	1840632	1840632	1840632	10	686774	1858794	41.69	453754	347293	2	3	0.00
SAMEA4621550.assembly	40	22	14	12	10	7	1967005	1961329	1939551	1928273	1894844	1776248	24	453762	1962839	41.50	322912	218437	3	5	0.00
SAMEA4621026.assembly	28	19	13	12	10	9	1889855	1886195	1869655	1863923	1828726	1799722	21	684867	1887938	41.62	263233	219708	2	4	0.00
SAMEA4621520.assembly	30	14	7	7	7	7	1874060	1868825	1847828	1847828	1847828	1847828	17	684614	1871181	41.62	403736	348172	2	3	0.00
SAMEA4621273.assembly	27	19	13	10	9	9	1947389	1945541	1927983	1909377	1885410	1885410	19	442517	1945541	41.47	246129	158503	3	6	0.00
SAMEA4620929.assembly	27	16	10	8	7	7	1862019	1858029	1840236	1828136	1804015	1804015	17	445882	1858954	41.61	345902	227789	3	4	0.00
SAMEA4621598.assembly	41	20	10	8	7	5	1995225	1987025	1965215	1952072	1930468	1843689	26	795525	1991333	41.33	355632	225174	2	4	0.00
SAMEA4621064.assembly	16	11	9	8	8	7	1922860	1921078	1916053	1910319	1910319	1863193	12	455018	1921829	41.59	349860	268008	3	4	0.00
SAMEA4620975.assembly	28	20	12	10	8	8	1858635	1855482	1832820	1821961	1781405	1781405	21	426079	1856416	41.63	272931	210813	3	5	0.00
SAMEA4621584.assembly	24	12	7	5	5	5	1875520	1871883	1858845	1847688	1847688	1847688	14	680439	1873145	41.52	455811	347410	2	3	0.00
SAMEA4621620.assembly	13	10	6	5	5	5	1860123	1859359	1846868	1841198	1841198	1841198	10	687217	1859359	41.69	453891	347278	2	3	0.00
SAMEA4621113.assembly	38	20	14	11	9	7	2074011	2067319	2054870	2037512	1990418	1912313	27	806744	2071758	41.24	312388	231870	2	4	0.00
SAMEA4621043.assembly	46	19	11	9	8	7	1961113	1951958	1931316	1917794	1901367	1861543	26	696048	1956818	41.53	472391	169249	2	4	0.00
SAMEA4620984.assembly	34	19	14	11	9	9	1898682	1893976	1881854	1861613	1825041	1825041	23	432006	1896319	41.61	331720	177957	3	5	0.00
SAMEA4621013.assembly	63	25	15	12	11	7	1967453	1954061	1935395	1915850	1891153	1728979	36	623870	1961608	41.52	261269	157916	3	5	0.00
SAMEA4621552.assembly	46	27	19	17	12	9	2022282	2015832	2001087	1986176	1907855	1777388	31	377716	2018674	41.28	209476	121638	4	7	0.00
SAMEA4621565.assembly	35	20	5	5	5	5	1868921	1862983	1825186	1825186	1825186	1825186	24	673363	1865677	41.67	448437	348660	2	3	0.00
SAMEA4621110.assembly	36	17	8	7	7	6	1899527	1893845	1873260	1867527	1867527	1832040	20	656864	1896435	41.52	462052	347448	2	3	0.00
SAMEA4621102.assembly	32	16	9	6	6	6	1900809	1893962	1879160	1861703	1861703	1861703	21	686522	1897754	41.61	398749	356416	2	3	0.00
SAMEA4620922.assembly	34	16	9	8	7	7	1926548	1919150	1901251	1895518	1878824	1878824	21	485468	1923003	41.47	348124	228089	3	4	0.00
SAMEA4621337.assembly	33	16	11	10	10	8	2002435	1996060	1982810	1977077	1977077	1889265	22	475240	1999978	41.39	287646	177785	3	5	0.00
SAMEA4621431.assembly	12	10	6	5	5	5	1843317	1842816	1829208	1823474	1823474	1823474	10	656047	1842816	41.66	461813	347930	2	3	0.00
SAMEA4621602.assembly	38	20	11	9	8	7	1934111	1928908	1907744	1894047	1881625	1846044	22	465723	1930610	41.43	346326	231907	3	4	0.00
SAMEA4621106.assembly	28	14	7	6	6	5	1845819	1842878	1824574	1818854	1818854	1792253	15	652740	1843566	41.61	436186	347770	2	3	0.00
SAMEA4621047.assembly	23	15	13	12	11	10	1827166	1825290	1822209	1816476	1800080	1766392	15	371104	1825290	41.69	278513	134850	3	6	0.00
SAMEA4620973.assembly	10	9	6	5	5	5	1884683	1884402	1874539	1868807	1868807	1868807	9	697445	1884402	41.66	462908	353017	2	3	0.00
SAMEA4621001.assembly	29	17	11	9	8	7	1931556	1927203	1913086	1900516	1875888	1848187	19	732357	1928880	41.51	353478	167318	2	4	0.00
SAMEA4620918.assembly	37	19	12	10	9	9	1933065	1927594	1910114	1895724	1874441	1874441	21	452550	1929005	41.48	248216	167350	3	6	0.00
SAMEA4620974.assembly	40	15	8	6	6	6	1898629	1890257	1873157	1861082	1861082	1861082	21	470114	1894619	41.63	356594	231358	3	4	0.00
SAMEA4621051.assembly	17	11	7	5	5	5	1934925	1932592	1920062	1908809	1908809	1908809	13	693007	1933962	41.58	460116	349405	2	3	0.00
SAMEA4621116.assembly	24	13	8	5	5	5	1912763	1909747	1894952	1873835	1873835	1873835	15	718418	1910879	41.39	463379	346237	2	3	0.00
SAMEA4620971.assembly	15	10	9	8	8	8	1891489	1889707	1887683	1881949	1881949	1881949	11	455038	1890458	41.50	349799	227625	3	4	0.00
SAMEA4621532.assembly	35	19	8	7	6	5	1893649	1888628	1861066	1855565	1831131	1795488	21	653757	1890323	41.51	439256	347390	2	3	0.00
SAMEA4621100.assembly	25	18	6	5	5	5	1868174	1864846	1833968	1828247	1828247	1828247	20	673368	1866401	41.67	451754	348678	2	3	0.00
SAMEA4620992.assembly	21	14	10	8	8	7	1961184	1958240	1946441	1933585	1933585	1893882	17	476607	1960470	41.42	322085	210030	3	5	0.00
