Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# Ns per 100 kbp
36774_2#352	60	39	23	22	15	10	1924620	1916781	1884401	1875115	1745978	1598307	45	305847	1921076	38.14	181858	71811	4	8	0.00
36774_2#265	43	14	12	11	10	6	1795677	1787509	1785057	1776393	1765736	1627173	19	943101	1790832	37.74	943101	141718	1	3	0.00
36774_2#52	43	30	22	21	18	13	1884303	1880700	1867843	1862769	1816214	1653623	32	289691	1882078	38.04	104727	89031	6	10	0.00
36773_2#200	56	32	19	17	15	10	1923829	1915275	1886884	1870041	1831438	1665311	38	305846	1919929	38.11	225487	95005	4	8	0.00
36774_2#384	27	20	16	14	13	9	1786342	1784356	1773070	1758005	1735895	1611732	21	348635	1785036	37.84	154072	127779	4	7	0.00
36774_2#35	61	25	18	16	14	11	1810082	1796650	1786119	1767116	1730102	1640417	35	374239	1803497	37.95	150346	91127	4	8	0.00
36774_2#358	34	13	12	11	11	8	1860022	1853169	1851622	1842304	1842304	1761669	17	598718	1856018	37.98	387685	116401	2	5	0.00
36774_2#49	43	25	15	14	12	9	1985680	1979474	1953275	1943587	1908855	1810577	29	543873	1982619	38.16	305404	138972	3	6	0.00
36774_2#44	38	21	16	14	13	10	1798587	1792813	1783507	1766020	1751057	1665548	25	497807	1795904	37.87	146704	106732	3	7	0.00
36774_2#353	24	16	13	12	10	8	1854094	1852314	1846104	1838639	1800287	1737937	16	650497	1852314	37.92	392094	188485	2	4	0.00
36774_2#364	25	15	12	10	10	9	1901205	1898155	1889723	1873541	1873541	1845797	17	544163	1899262	38.09	284964	134072	3	5	0.00
36774_2#383	4225	217	118	77	16	2	3037586	2018463	1790811	1506898	570828	121742	552	61183	2225542	38.23	14424	6836	45	97	0.00
36774_2#368	68	34	24	19	16	10	1862524	1850615	1828392	1789479	1747311	1557965	43	588974	1856962	37.90	155032	69411	3	8	0.00
36774_2#357	30	16	13	11	11	8	1779323	1775828	1770127	1750978	1750978	1670455	17	585041	1776534	37.87	379636	118716	2	4	0.00
36773_2#2	53	19	14	13	11	9	1824468	1815889	1804791	1795499	1755024	1685900	24	351139	1819567	37.98	290629	124554	3	6	0.00
36774_2#43	33	20	14	13	11	8	1767758	1764279	1747051	1737305	1702698	1614868	21	526309	1764831	37.90	367369	111254	2	5	0.00
36774_2#373	34	15	12	11	10	8	1874898	1868038	1860331	1851032	1827939	1770839	19	549544	1871060	38.06	273352	135250	3	5	0.00
36774_2#376	19	12	10	9	9	7	1869117	1867865	1862836	1852869	1852869	1786853	12	606120	1867865	38.01	475589	148573	2	4	0.00
36774_2#8	41	28	21	18	16	14	1929813	1926409	1908789	1886985	1838702	1773034	29	323415	1927398	38.18	149636	99155	5	9	0.00
36774_2#379	57	33	20	18	16	9	1919779	1911056	1883333	1866498	1831045	1611407	40	305817	1916211	38.07	199095	95013	4	8	0.00
36774_2#46	25	12	9	8	8	7	1794657	1791933	1783467	1775801	1775801	1748207	13	604885	1792506	37.79	383933	153473	2	4	0.00
36774_2#7	50	30	24	21	18	14	1868326	1861614	1850909	1823820	1783255	1647712	35	280488	1865198	37.99	105355	82275	6	11	0.00
36774_2#48	18	12	9	8	8	5	1798353	1796950	1791135	1781193	1781193	1689991	12	1141873	1796950	37.92	1141873	208114	1	2	0.00
36774_2#362	44	30	21	18	16	14	1931281	1927826	1908987	1886748	1848779	1783111	31	323434	1928815	38.18	149636	85476	5	9	0.00
36774_2#78	52	25	21	17	14	7	1815239	1808022	1801068	1765561	1725540	1494951	30	377695	1811371	37.90	208249	106951	4	6	0.00
36773_2#207	20	12	8	7	7	6	1829020	1827038	1816955	1806988	1806988	1779406	14	1043925	1828093	37.95	1043925	148864	1	3	0.00
36774_2#375	45	17	14	12	11	9	1897081	1887362	1880927	1863747	1853599	1799260	23	647395	1892936	38.07	169803	135819	3	6	0.00
36774_2#62	25	16	11	11	10	6	1918292	1915917	1901594	1901594	1883359	1741726	17	1060954	1916653	37.97	1060954	187049	1	3	0.00
36774_2#54	23	18	10	9	9	8	1840979	1839662	1825567	1819865	1819865	1792458	18	543747	1839662	38.03	413190	139048	2	5	0.00
36774_2#51	50	25	19	17	13	7	1862604	1853300	1842924	1824933	1770417	1579720	32	645686	1858458	38.05	367972	84991	2	5	0.00
36774_2#65	19	8	6	6	6	5	1830421	1826867	1823679	1823679	1823679	1790092	11	1051436	1828631	37.99	1051436	381235	1	2	0.00
36774_2#267	30	21	12	12	10	8	1831142	1828470	1810313	1810313	1774879	1715383	23	547955	1829498	37.90	320702	110324	3	5	0.00
36774_2#60	24	16	13	13	11	8	1795354	1792424	1786590	1786590	1761646	1664074	18	514006	1793810	38.08	263604	124629	3	5	0.00
36774_2#366	33	18	11	10	9	6	1828570	1823411	1806511	1797240	1776035	1678200	21	986809	1825999	38.04	986809	120261	1	3	0.00
36774_2#372	35	20	17	15	11	8	1834447	1828947	1822664	1808181	1743807	1638113	25	588324	1832546	37.85	199765	111195	3	6	0.00
36774_2#40	42	29	21	20	18	13	1884345	1880742	1867885	1862811	1830497	1653657	31	289716	1882120	38.04	104727	89031	6	10	0.00
36773_2#181	20	13	8	8	8	7	1830508	1828581	1817338	1817338	1817338	1789780	13	536626	1828581	38.02	421029	138685	2	4	0.00
36774_2#374	37	19	13	12	11	7	1963699	1957387	1945514	1940389	1918978	1779129	23	593020	1960565	38.12	327579	134344	3	5	0.00
36774_2#64	61	21	18	17	16	12	1855795	1840691	1835340	1826051	1802769	1675393	33	374304	1849314	38.02	139861	92623	5	8	0.00
36774_2#66	18	11	8	8	6	5	1839824	1838544	1832436	1832436	1797265	1769593	11	1043053	1838544	37.85	1043053	370926	1	2	0.00
36774_2#79	37	22	17	16	13	11	1814433	1809129	1798252	1790015	1740830	1684533	26	526040	1812117	37.98	140558	111295	4	7	0.00
36812_1#106	37	21	15	13	11	7	1825727	1821006	1811960	1794023	1766457	1633561	24	603461	1823027	37.98	324192	155296	2	5	0.00
36774_2#363	36	25	14	13	11	8	1785788	1781235	1760157	1750447	1715000	1615508	29	548090	1783661	37.85	364340	110634	2	5	0.00
36774_2#350	47	33	23	19	17	14	1930762	1927214	1904747	1872868	1838231	1742365	34	323418	1928203	38.18	147989	80112	5	10	0.00
36774_2#367	39	16	13	12	10	6	1830904	1825555	1819495	1813973	1772459	1633179	19	820943	1827718	37.92	270654	147942	2	4	0.00
36774_2#61	52	15	10	10	10	8	1869530	1861611	1854081	1854081	1854081	1777388	16	509123	1862584	38.10	441428	111814	2	5	0.00
36774_2#356	31	15	11	11	10	9	1873829	1865205	1854630	1854630	1833219	1805439	24	526553	1872005	38.11	445349	110905	2	5	0.00
36773_2#238	21	11	7	7	7	6	1794606	1791544	1785559	1785559	1785559	1757747	12	1010781	1792154	37.97	1010781	374356	1	2	0.00
36774_2#86	42	21	15	15	11	7	1839884	1834067	1820632	1820632	1761894	1613995	24	614071	1836245	37.71	341937	107240	2	5	0.00
36774_2#81	135	43	21	18	13	9	2008175	1980546	1930660	1913241	1836621	1725094	61	414926	1991650	38.26	198133	126309	4	7	0.00
36774_2#69	20	13	10	9	9	6	1797781	1796143	1790328	1780386	1780386	1689184	13	1141867	1796143	37.92	1141867	108337	1	3	0.00
36774_2#83	1523	593	109	23	5	0	2582980	2124322	1031448	451518	190499	0	1016	48011	2441763	38.03	3967	1815	152	375	0.00
36774_2#380	41	12	10	10	10	7	1933863	1926980	1922331	1922331	1922331	1817212	13	660580	1927834	38.18	425837	131504	2	4	0.00
36774_2#77	32	10	9	9	8	7	1839330	1833147	1831779	1831779	1807657	1779628	13	590896	1835057	37.84	450023	161079	2	4	0.00
36774_2#371	30	18	12	12	10	8	1848565	1845057	1828305	1828305	1790025	1731922	20	456836	1846540	38.02	330509	134701	3	5	0.00
36774_2#9	32	16	11	9	8	7	1846811	1843253	1830425	1812380	1801959	1774310	16	978954	1843253	37.86	978954	115383	1	3	0.00
36812_1#100	38	22	14	14	12	9	1930167	1925059	1907056	1907056	1873206	1780414	26	544423	1927871	38.03	273971	138533	3	5	0.00
36774_2#55	19	12	10	9	9	7	1869432	1868180	1863151	1853184	1853184	1787164	12	606116	1868180	38.01	475589	148876	2	4	0.00
36773_2#193	29	18	13	12	11	8	1876683	1871181	1864211	1855951	1842941	1739910	22	498613	1874491	37.92	193376	133798	3	6	0.00
36812_1#108	48	18	15	13	13	10	1780984	1773875	1767658	1749831	1749831	1641538	21	400799	1775603	37.86	217079	87615	3	6	0.00
36774_2#80	43	14	13	12	12	8	1867832	1859134	1857720	1850168	1850168	1728070	20	409643	1863283	38.09	279630	126077	3	6	0.00
36774_2#98	53	19	14	13	11	9	1824633	1816054	1804956	1795664	1755197	1686073	24	351387	1819732	37.98	290543	124554	3	6	0.00
36774_2#354	4860	719	83	21	2	0	3205919	2048544	747409	331821	72272	0	1366	38794	2503389	38.19	2684	1271	224	566	0.00
36774_2#381	69	28	21	19	16	11	1901830	1888694	1868371	1849480	1803040	1603744	36	245840	1894594	38.02	154023	96355	5	9	0.00
36774_2#63	19	13	11	10	9	7	1869002	1867749	1862720	1852753	1827952	1761932	13	581343	1867749	38.00	475216	148877	2	4	0.00
36812_1#120	37	24	12	12	9	8	1839055	1832594	1805559	1805559	1748620	1721058	31	539471	1837944	38.06	398787	114248	2	4	0.00
36774_2#41	52	21	19	14	13	10	1852222	1844372	1837859	1797252	1781884	1677826	26	450641	1847444	37.93	164765	119657	4	7	0.00
36774_2#92	14	8	6	6	6	5	1894487	1893110	1888119	1888119	1888119	1860515	8	1116628	1893110	38.16	1116628	366460	1	2	0.00
36774_2#88	18	9	7	7	7	6	1816318	1813887	1809831	1809831	1809831	1782212	10	1040631	1814841	37.98	1040631	148956	1	3	0.00
36773_2#20	51	26	16	15	12	10	1898867	1890364	1867876	1858515	1800602	1741475	30	532548	1893755	38.12	158640	102197	3	7	0.00
36812_1#122	53	35	23	19	14	10	1920810	1914945	1887712	1852957	1750974	1614865	38	306066	1917488	38.06	177144	108752	4	8	0.00
36812_1#132	40	21	16	15	12	7	1782997	1777357	1763455	1753816	1710923	1526196	25	576086	1779833	37.77	179120	142487	3	6	0.00
36774_2#93	32	16	11	11	10	9	1873798	1866241	1854588	1854588	1833177	1805378	23	526557	1871299	38.10	445307	110918	2	5	0.00
36774_2#74	59	32	17	16	14	9	1886464	1877090	1841827	1833393	1805162	1615365	40	551430	1882526	38.03	162739	76491	3	7	0.00
36812_1#1	27	11	9	9	9	7	1844760	1840921	1837780	1837780	1837780	1781797	12	1032717	1841704	37.93	1032717	128003	1	4	0.00
36774_2#370	62	31	17	16	14	8	1847370	1839555	1809686	1800000	1765218	1567371	34	543843	1842066	38.03	263805	110645	3	6	0.00
36812_1#121	80	46	36	30	22	16	1889132	1878760	1861527	1818537	1681309	1496928	52	200164	1883542	38.05	89231	54727	8	15	0.00
36774_2#73	27	11	9	9	8	5	1854052	1849652	1846795	1846795	1836259	1730409	14	1007712	1851642	37.63	1007712	140938	1	3	0.00
36774_2#97	30	18	14	13	10	8	1779881	1776736	1770041	1760295	1710768	1633976	19	549467	1777327	37.91	379216	93362	2	5	0.00
36774_2#378	44	17	14	12	10	8	1825545	1815114	1809268	1794932	1754469	1685345	24	364162	1820469	37.98	297286	124554	3	5	0.00
36773_2#218	19	12	10	9	9	7	1869438	1868186	1863157	1853190	1853190	1787170	12	606152	1868186	38.01	475584	148877	2	4	0.00
36774_2#82	35	10	8	8	8	7	1835310	1828686	1822742	1822742	1822742	1795149	13	994611	1830376	37.89	994611	152066	1	3	0.00
36812_1#116	57	26	21	19	18	15	1948769	1938841	1929026	1914347	1896041	1797680	32	186645	1943089	38.24	150679	80233	6	11	0.00
36774_2#53	28	15	10	8	8	8	1829580	1825730	1817017	1803095	1803095	1803095	17	507835	1826883	38.05	380923	133667	3	4	0.00
36774_2#67	21	15	12	11	11	8	1806609	1805241	1799029	1789087	1789087	1697882	15	744853	1805241	37.92	246970	108379	2	5	0.00
36812_1#114	49	20	16	11	10	8	1782465	1776115	1768498	1730201	1714950	1638423	21	545424	1776631	37.87	379921	136264	2	4	0.00
36774_2#85	39	9	9	8	8	7	1892195	1884964	1884964	1876329	1876329	1848702	10	932572	1885879	37.91	375065	179991	2	3	0.00
36812_1#103	38	16	14	13	11	9	1776639	1770348	1768113	1759561	1724923	1666138	19	839493	1772623	37.74	141335	114596	2	5	0.00
36812_1#102	39	16	12	11	10	7	1781562	1776135	1769991	1760354	1746669	1630500	18	601199	1777200	37.78	381896	141698	2	4	0.00
36812_1#115	2978	219	121	81	32	10	3448368	2666353	2437119	2148511	1373579	627545	632	86326	2957229	38.01	23407	8567	37	89	0.00
36774_2#94	27	8	7	7	7	6	1851788	1846874	1844384	1844384	1844384	1816696	9	961012	1847741	38.07	961012	140175	1	3	0.00
36773_2#197	28	10	8	7	7	6	1906140	1901318	1898796	1890132	1890132	1863325	12	1059301	1902879	38.00	1059301	148352	1	3	0.00
36774_2#87	33	22	15	14	12	9	1929017	1924369	1910955	1902666	1868803	1779557	26	544447	1927562	38.06	273195	138533	3	5	0.00
36774_2#96	20	11	9	9	9	7	1804299	1801868	1797923	1797923	1797923	1731786	12	1028596	1802822	37.99	1028596	111588	1	3	0.00
36774_2#70	33	22	12	12	10	8	1784379	1779819	1760142	1760142	1724707	1657043	26	548093	1782245	37.84	364332	110634	2	5	0.00
36774_2#91	34	18	14	13	11	9	1778299	1774817	1765931	1756656	1716154	1639727	19	297200	1775543	37.93	234969	124583	4	6	0.00
36812_1#150	21	9	7	7	7	6	1843045	1839205	1836453	1836453	1836453	1808680	12	1050671	1841143	37.96	1050671	373287	1	2	0.00
36774_2#76	263	141	73	48	25	7	1931568	1869774	1717743	1539060	1154813	547787	207	180894	1919230	37.90	28807	13121	18	40	0.00
36774_2#68	59	18	16	15	13	10	1817299	1801372	1794348	1785967	1759800	1669690	29	526426	1809297	37.96	217474	110900	3	6	0.00
36812_1#118	52	19	14	13	11	9	1824591	1816011	1804913	1795621	1755154	1686030	24	351347	1819689	37.98	290559	124554	3	6	0.00
36812_1#124	28	11	9	9	8	7	1860092	1855759	1853061	1853061	1842700	1814778	13	1080037	1857058	37.90	1080037	121268	1	4	0.00
36812_1#123	61	22	14	14	12	10	1906029	1891157	1866417	1866417	1832532	1775613	34	544189	1899986	38.04	166137	110543	3	6	0.00
36773_2#24	30	8	6	6	6	5	1835995	1830022	1824078	1824078	1824078	1796485	11	994576	1831712	37.89	994576	384503	1	2	0.00
36812_1#104	52	26	17	17	14	12	2012338	2002759	1980183	1980183	1924836	1870110	33	300268	2007779	38.31	165538	120945	5	8	0.00
36812_1#126	39	19	13	10	8	5	1830815	1825835	1810828	1786335	1747798	1652993	21	616145	1826989	37.86	372811	197602	2	4	0.00
36812_1#130	24	18	15	13	12	9	1785850	1783910	1777516	1762451	1740341	1652423	19	518659	1784590	37.84	207975	127771	3	6	0.00
36812_1#127	74	39	26	21	16	10	1762662	1752638	1717576	1674919	1585755	1387598	44	300292	1756038	37.83	130337	78804	4	9	0.00
36812_1#119	42	15	11	8	7	6	1898707	1890211	1875677	1855511	1834848	1807270	20	612568	1893941	37.93	406565	173500	2	4	0.00
36774_2#95	4397	417	89	33	5	1	2879734	1598214	944283	549915	176889	51789	1128	51789	2081204	38.12	4078	1079	111	382	0.00
36774_2#84	98	39	30	23	20	12	1877331	1861093	1844873	1790017	1737417	1446623	47	266333	1867521	37.99	107831	53211	6	12	0.00
36774_2#90	32	13	9	9	7	6	1860127	1854267	1846136	1846136	1812454	1784889	16	1080103	1856400	38.02	1080103	134913	1	3	0.00
36812_1#159	25	14	10	8	8	7	1781637	1779082	1767959	1749679	1749679	1722002	16	576402	1780147	37.78	398295	369985	2	3	0.00
36812_1#140	66	34	20	19	17	11	1884613	1874664	1841129	1832698	1804610	1586349	42	551435	1880034	38.02	128282	68616	3	9	0.00
36773_2#209	40	10	9	8	8	6	1840961	1834041	1832972	1824430	1824430	1771695	13	986168	1835735	37.87	986168	159642	1	3	0.00
36812_1#101	22	10	8	8	8	7	1809694	1806466	1803130	1803130	1803130	1775527	12	638107	1807765	37.84	392231	139375	2	4	0.00
36812_1#157	53	23	13	13	11	8	1925693	1917843	1890719	1890719	1856872	1772002	26	544423	1920244	38.02	270211	138973	3	5	0.00
36812_1#110	29	19	14	12	12	10	1878481	1874881	1864660	1850608	1850608	1780251	21	407699	1876192	37.96	265068	118952	3	6	0.00
36812_1#125	31	20	15	12	12	10	1875821	1872249	1862218	1835433	1835433	1765076	22	407699	1873564	37.96	265261	118952	3	6	0.00
36812_1#12	98	36	26	19	16	11	1848699	1830882	1807755	1748566	1699724	1529347	45	494516	1836968	37.97	121299	62604	4	9	0.00
36812_1#146	112	39	20	19	16	12	1987809	1965020	1925170	1917559	1865020	1738062	52	562491	1973901	38.22	114611	96924	4	9	0.00
36812_1#144	44	22	16	16	14	12	1817146	1811352	1797049	1797049	1763451	1703864	24	264494	1812723	37.92	162858	111417	5	8	0.00
36812_1#152	28	15	10	9	8	6	1821570	1817908	1808669	1799042	1783864	1722054	18	631629	1819797	37.78	391537	381386	2	3	0.00
36812_1#142	32	16	11	9	9	6	1805844	1800164	1788041	1768522	1768522	1687957	18	618724	1802137	37.94	389937	141590	2	4	0.00
36812_1#143	27	10	8	7	6	5	1824057	1819678	1817180	1807465	1783805	1756982	11	1055831	1820334	37.91	1055831	371286	1	2	0.00
36773_2#237	22	12	9	8	7	6	1790566	1788144	1782839	1773458	1750166	1722575	13	1000786	1788751	37.80	1000786	159283	1	3	0.00
36812_1#128	35	14	11	9	8	7	1859696	1851989	1844764	1825785	1802379	1774774	20	1081450	1857103	38.07	1081450	104885	1	3	0.00
36812_1#113	45	17	14	13	11	9	1801581	1793051	1786557	1776853	1734165	1667417	22	588722	1796475	37.91	375866	105329	2	6	0.00
36812_1#138	45	17	14	10	9	8	1915940	1908885	1904347	1871222	1853295	1825741	21	820896	1911378	38.07	228348	147944	2	5	0.00
36812_1#149	248	115	55	38	19	12	1876512	1816920	1678243	1558966	1245395	1017650	173	152133	1861490	38.05	54154	19703	11	26	0.00
36774_2#99	38	15	13	11	11	8	1859023	1851511	1845805	1826890	1826890	1746253	20	598668	1854857	37.98	387692	116401	2	5	0.00
36812_1#111	41	29	20	17	16	14	1931196	1928071	1909233	1886994	1862475	1796807	30	323418	1929060	38.18	149636	99167	5	9	0.00
36774_2#75	4460	266	127	69	13	0	3165100	1980411	1665479	1236099	418801	0	790	49973	2323403	38.31	11199	4175	62	144	0.00
36812_1#13	52	19	16	14	11	9	1803824	1792464	1784100	1764912	1707767	1644890	25	493668	1797192	37.97	264593	93436	3	6	0.00
36812_1#135	18	12	10	9	9	7	1869419	1868168	1863139	1853172	1853172	1787153	12	606127	1868168	38.01	475590	148875	2	4	0.00
36812_1#148	34	17	14	12	10	7	1828969	1823858	1818182	1804422	1771138	1680148	20	579527	1826041	37.91	354478	147944	2	5	0.00
36773_2#199	33	17	12	12	10	6	1904826	1898480	1888637	1888637	1854956	1740153	23	1057400	1902784	37.97	1057400	135120	1	3	0.00
36812_1#136	31	16	13	11	11	9	1815741	1812099	1806398	1787249	1787249	1733414	18	585030	1813306	37.99	406339	118700	2	4	0.00
36812_1#112	15	11	8	8	7	4	1805535	1804358	1798559	1798559	1780226	1686466	11	1121096	1804358	37.78	1121096	322454	1	2	0.00
36812_1#160	37	19	13	12	11	10	1876214	1869553	1856432	1847133	1823977	1796357	23	377466	1872612	38.06	171972	135240	4	7	0.00
36812_1#117	16	11	9	8	8	6	1894303	1893069	1888175	1880550	1880550	1808075	12	1233822	1893586	38.10	1233822	113874	1	3	0.00
36812_1#153	73	27	24	22	15	8	1938263	1926909	1923047	1905352	1777698	1495344	31	575796	1929200	38.09	196625	74820	3	8	0.00
36812_1#154	29	14	10	10	8	7	1870405	1866177	1861634	1861634	1826884	1799155	16	630490	1867598	38.00	346069	184445	2	4	0.00
36812_1#133	23	13	9	9	8	6	1928678	1923890	1913414	1913414	1892003	1819526	17	626246	1927176	38.10	617602	216006	2	3	0.00
36812_1#10	49	17	13	11	11	9	1809505	1800166	1794789	1776779	1776779	1700405	21	509287	1802839	37.87	265740	108426	3	6	0.00
36812_1#107	53	32	20	18	15	10	1918059	1910158	1886741	1869945	1807357	1659919	38	305889	1914734	38.10	198728	117897	4	8	0.00
36812_1#145	63	38	25	22	15	10	1919551	1910348	1883371	1858778	1732127	1578920	44	305830	1915244	38.09	181398	84507	4	8	0.00
36773_2#202	19	9	7	7	7	6	1843627	1841069	1836636	1836636	1836636	1809048	10	1089185	1841619	38.02	1089185	129027	1	3	0.00
36812_1#147	59	32	26	22	18	12	1828548	1819041	1803463	1770928	1701112	1508391	37	353618	1823317	37.91	100717	79580	6	10	0.00
36774_2#45	2981	598	150	60	10	0	3517626	2634845	1688446	1070438	331107	0	1268	47050	3113516	38.04	5667	1764	125	365	0.00
36812_1#14	24	10	8	8	8	7	1809799	1806049	1803144	1803144	1803144	1775539	12	1030434	1807348	37.84	1030434	131665	1	4	0.00
36812_1#109	58	36	20	19	14	11	1971290	1963470	1933220	1923934	1826890	1733075	42	305905	1968004	38.21	183256	117903	4	8	0.00
36812_1#134	4287	315	101	46	2	0	2833676	1607533	1157295	786545	77315	0	965	42437	2041709	38.12	6391	1324	77	248	0.00
36812_1#170	43	16	11	11	10	7	1813870	1805663	1796999	1796999	1781301	1659758	21	502404	1809004	37.90	414764	121273	2	5	0.00
36812_1#158	41	29	20	17	16	14	1931184	1928059	1909220	1886981	1862461	1796793	30	323414	1929048	38.18	149636	99155	5	9	0.00
36812_1#137	26	11	9	8	8	6	1884971	1880965	1877653	1867971	1867971	1812892	13	1081186	1882412	38.01	1081186	147939	1	3	0.00
36812_1#190	47	28	16	15	12	8	1922038	1914571	1890303	1881017	1818316	1697211	34	409720	1919263	38.08	289525	124719	3	6	0.00
36812_1#151	46	22	17	16	14	12	1861319	1853929	1840905	1831379	1797778	1738003	25	264222	1856116	37.99	162858	111402	5	8	0.00
36773_2#227	34	18	14	13	11	9	1778323	1774842	1765956	1756681	1716179	1639752	19	297200	1775568	37.93	234961	124583	4	6	0.00
36812_1#155	26	13	9	8	8	8	1879736	1875680	1868097	1861756	1861756	1861756	15	508902	1877060	38.09	430020	134271	2	4	0.00
36812_1#129	29	20	14	12	12	10	1876837	1873431	1858149	1843803	1843803	1773454	22	407388	1874746	37.96	265068	131081	3	6	0.00
36812_1#174	20	9	7	7	7	5	1807336	1804109	1800494	1800494	1800494	1728068	11	1028448	1805609	37.91	1028448	150509	1	3	0.00
36812_1#168	34	21	15	14	13	9	1861806	1856592	1848680	1840420	1827424	1677837	25	498370	1859621	37.93	180853	114654	3	6	0.00
36812_1#162	2332	513	81	23	3	0	2391570	1710159	764914	377896	105915	0	960	41174	2020424	38.06	3538	1498	139	356	0.00
36812_1#180	43	30	22	21	18	13	1884581	1880978	1868121	1863047	1816492	1653945	32	289976	1882356	38.04	104727	89031	6	10	0.00
36812_1#165	26	13	10	10	10	8	1803707	1799822	1795906	1795906	1795906	1739235	16	629099	1801938	38.02	299019	135009	2	5	0.00
36812_1#11	45	16	13	11	11	8	1780563	1773889	1769829	1755277	1755277	1638454	18	545424	1774913	37.87	386843	136257	2	4	0.00
36812_1#172	1980	614	79	15	2	0	2373656	1808393	626169	214406	53413	0	1052	27136	2133328	38.07	3100	1444	192	442	0.00
36812_1#156	62	35	24	22	16	11	1852574	1844187	1819257	1800102	1677007	1521416	40	492775	1847587	38.03	101245	63693	4	9	0.00
36773_2#195	1198	485	179	96	15	1	3397576	3066585	2402632	1819374	529798	54138	775	54138	3280920	38.05	12103	4478	80	192	0.00
36812_1#164	150	84	45	35	25	10	1903093	1871971	1791009	1720933	1548221	987531	114	229255	1895303	38.03	50614	33023	10	21	0.00
