filename	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n
511b9b_contigs.fa	1864679	14	133191.36	1087508	311	9	3	1087508	1	378320	2	116226	4
511dad_contigs.fa	2089088	454	4601.52	483249	302	6748	37	302486	3	142826	5	1026	69
512c5a_contigs.fa	1884185	15	125612.33	628688	385	3	3	371519	2	226311	4	111787	6
512d30_contigs.fa	1837313	13	141331.77	996777	333	2	2	996777	1	361802	2	107173	4
5148f9_contigs.fa	1897104	23	82482.78	555657	305	13	3	210749	3	114909	5	61896	9
51576a_contigs.fa	1836585	14	131184.64	997087	318	1	1	997087	1	362432	2	107106	4
515dbb_contigs.fa	1788357	13	137565.92	960750	300	10	6	960750	1	400464	2	116837	4
515edc_contigs.fa	1942724	24	80946.83	487615	334	21	6	275290	3	124172	5	64925	9
5175a5_contigs.fa	1971593	26	75830.50	328029	317	0	0	159426	5	100104	8	76548	12
518057_contigs.fa	2290517	545	4202.78	1083623	309	17005	96	142289	2	123291	5	989	116
51821d_contigs.fa	1878972	11	170815.64	1091698	393	2	2	1091698	1	384323	2	122297	4
51a8ef_contigs.fa	1836230	15	122415.33	621105	422	3	3	381313	2	162926	4	108857	7
51efd5_contigs.fa	1867044	21	88906.86	360985	317	2	2	301095	3	125329	5	63204	9
51f1ca_contigs.fa	1932302	21	92014.38	410812	305	4	4	248336	3	128136	6	44925	10
51f38a_contigs.fa	1821778	13	140136.77	419737	754	2	2	368489	3	223309	4	113347	7
51f3d8_contigs.fa	2000742	18	111152.33	1100637	320	0	0	1100637	1	363623	2	112765	5
520700_contigs.fa	1882416	25	75296.64	293353	527	2	2	130934	5	99943	9	45554	14
522169_contigs.fa	1879768	12	156647.33	807695	313	4	4	630860	2	630860	2	143826	4
523568_contigs.fa	1881198	19	99010.42	903214	320	0	0	301141	2	137664	3	90442	7
523a78_contigs.fa	1824139	18	101341.06	531598	342	38	3	246967	3	146383	4	62313	8
524432_contigs.fa	1809421	12	150785.08	544157	373	2	2	492155	2	376570	3	110986	5
5255d8_contigs.fa	1816729	14	129766.36	1008393	307	68	6	1008393	1	356690	2	111567	5
525ed0_contigs.fa	1826254	16	114140.88	1039586	328	4	4	1039586	1	286588	2	104927	5
527d3e_contigs.fa	1895533	20	94776.65	556561	311	131	4	263347	3	156641	4	82344	8
52913b_contigs.fa	2419087	554	4366.58	426236	301	18189	141	152736	6	71678	10	1099	126
529706_contigs.fa	1874550	12	156212.50	402580	420	2	2	278768	3	134919	5	105523	8
52c93d_contigs.fa	1844036	18	102446.44	546155	321	3	3	500681	2	289811	3	104325	6
52e34f_contigs.fa	1840646	17	108273.29	407410	328	47	7	357311	3	261213	4	106241	7
52e622_contigs.fa	1903174	13	146398.00	787223	430	2	2	343036	2	309913	3	123932	5
52f5ed_contigs.fa	1869467	14	133533.36	679809	458	0	0	494602	2	228873	3	107374	6
52fe19_contigs.fa	1885732	23	81988.35	526878	311	6	2	513856	2	371497	3	108422	6
52ffda_contigs.fa	1822491	19	95920.58	387449	303	5	5	127182	4	114482	7	78909	10
5309a1_contigs.fa	1893288	29	65285.79	291996	345	0	0	106038	6	89619	10	54492	15
530d0b_contigs.fa	1788807	15	119253.80	554452	335	0	0	403218	2	375721	3	64837	6
532609_contigs.fa	1783044	14	127360.29	615885	325	3	3	350827	2	142235	4	114946	7
5333fd_contigs.fa	1848710	19	97300.53	590781	619	1	1	395959	2	160758	4	96744	7
533504_contigs.fa	2021200	459	4403.49	76183	304	2864	27	19383	31	10454	59	1613	137
534f17_contigs.fa	1939662	20	96983.10	565956	306	2	2	426543	2	139710	5	123596	7
5353b1_contigs.fa	1907799	10	190779.90	852152	395	4	4	368783	2	231239	3	134075	5
53779b_contigs.fa	3656309	333	10979.91	114631	301	2361	27	29756	36	16946	67	6258	133
537e72_contigs.fa	1844423	24	76850.96	1042443	379	63	5	1042443	1	132960	3	65821	6
539508_contigs.fa	1783793	19	93883.84	652049	690	19	2	338484	2	179872	4	114936	6
53bee9_contigs.fa	1790269	11	162751.73	996576	414	1	1	996576	1	366793	2	103906	5
53c0ac_contigs.fa	3189115	1227	2599.12	74662	269	86690	1212	7189	112	3388	245	977	589
53d0df_contigs.fa	4794	2	2397.00	3228	1566	0	0	3228	1	1566	2	1566	2
53d95b_contigs.fa	1900108	19	100005.68	593608	306	68	5	436374	2	191021	4	111343	7
53e1ce_contigs.fa	1813069	8	226633.62	1002536	731	0	0	1002536	1	367088	2	118481	4
53e1ff_contigs.fa	1795702	13	138130.92	1133715	345	1	1	1133715	1	323399	2	186069	3
53e58f_contigs.fa	1953827	26	75147.19	394046	305	1	1	205364	4	159855	6	93451	9
53edf8_contigs.fa	1872324	10	187232.40	1009919	546	5	5	1009919	1	386903	2	144262	4
53f484_contigs.fa	1793940	13	137995.38	984144	395	65	5	984144	1	384363	2	128987	4
53f78e_contigs.fa	2584200	719	3594.16	1021409	267	18737	151	158307	3	45249	7	949	242
53fb91_contigs.fa	3449079	1364	2528.65	33721	269	85388	1233	6328	156	3566	303	1066	655
53fc5a_contigs.fa	1854029	14	132430.64	975951	403	2	2	975951	1	140861	3	115996	6
5402ff_contigs.fa	1859092	19	97846.95	544186	311	23	3	271993	3	155554	4	112821	7
5408c6_contigs.fa	1894118	28	67647.07	290342	345	0	0	105002	6	89761	10	48445	15
54137d_contigs.fa	1924872	27	71291.56	758442	306	2	2	382653	2	287576	3	92145	6
541635_contigs.fa	1785848	15	119056.53	832431	433	82	4	383115	2	142724	3	114994	5
541914_contigs.fa	1792602	18	99589.00	884697	307	3	3	379063	2	379063	2	113595	5
541d77_contigs.fa	1783080	14	127362.86	1077440	370	14	4	1077440	1	132820	3	106369	6
5446a2_contigs.fa	1825307	11	165937.00	1000112	522	1	1	1000112	1	376086	2	142388	4
544aac_contigs.fa	1498	2	749.00	989	509	0	0	989	1	509	2	509	2
54848a_contigs.fa	1851513	31	59726.23	408351	443	6	2	113691	5	102702	8	41735	13
5495c6_contigs.fa	1814410	13	139570.00	547014	307	4	4	388518	2	226214	4	116114	6
549bf8_contigs.fa	1833731	21	87320.52	320676	383	2	2	198884	4	126485	6	45308	10
54d4a6_contigs.fa	1842938	35	52655.37	315517	306	63	3	163085	5	93433	8	43055	14
54d575_contigs.fa	1917626	20	95881.30	647698	346	20	1	381984	2	119166	5	51960	9
54e4ea_contigs.fa	1838611	19	96769.00	548326	343	19	3	428895	2	365010	3	101805	6
54fd7b_contigs.fa	1825594	16	114099.62	565931	351	8	5	331001	3	123368	4	95578	7
550c64_contigs.fa	1831743	19	96407.53	541960	306	14	4	497281	2	361883	3	83453	6
550cdf_contigs.fa	1769209	9	196578.78	994744	436	1	1	994744	1	391638	2	116076	4
550d2f_contigs.fa	1971400	15	131426.67	1051422	338	3	3	1051422	1	418269	2	125990	4
551515_contigs.fa	1924795	11	174981.36	1423884	632	3	3	1423884	1	1423884	1	146000	3
5522db_contigs.fa	1819792	21	86656.76	383431	371	126	3	217672	3	142744	6	111720	8
5525f1_contigs.fa	1834782	28	65527.93	690862	328	15	7	206915	3	123033	5	76112	9
5533c4_contigs.fa	2375562	630	3770.73	303511	302	10060	72	130951	6	41629	12	857	184
553ceb_contigs.fa	1806534	13	138964.15	1031875	436	2	2	1031875	1	385499	2	106731	4
553f3b_contigs.fa	1910342	19	100544.32	544597	379	1	1	472865	2	410514	3	64817	6
5553f2_contigs.fa	1870904	9	207878.22	1060483	326	22	2	1060483	1	409658	2	122126	4
555cf5_contigs.fa	1865900	11	169627.27	1095290	395	8	7	1095290	1	368840	2	248131	3
555f4c_contigs.fa	2107491	491	4292.24	582433	302	6476	44	335889	3	120383	5	868	91
556709_contigs.fa	1837501	25	73500.04	487497	365	2	2	131981	3	117737	6	89391	9
556bca_contigs.fa	1903665	9	211518.33	547813	1008	4	4	462460	2	410077	3	116529	6
557da9_contigs.fa	1869823	12	155818.58	940330	328	22	2	940330	1	149164	3	132677	5
558a4c_contigs.fa	1936799	30	64559.97	423224	357	4	4	191614	4	117007	6	37267	11
558bf4_contigs.fa	1808137	12	150678.08	544176	364	4	4	492067	2	376352	3	111227	5
55935a_contigs.fa	3604332	1412	2552.64	57067	269	89531	941	5755	165	3232	332	993	729
559f3d_contigs.fa	1859788	12	154982.33	1085497	410	3	3	1085497	1	361460	2	105890	4
55a0c5_contigs.fa	1902174	13	146321.08	1122055	311	4	4	1122055	1	375953	2	116474	4
55a2d2_contigs.fa	1855496	20	92774.80	351680	311	0	0	142833	4	123092	6	61178	10
55a45b_contigs.fa	1795422	15	119694.80	546072	443	11	1	394895	2	356403	3	104294	6
55b2a8_contigs.fa	1927707	14	137693.36	1108946	302	6	6	1108946	1	382884	2	129039	4
55b889_contigs.fa	1926020	15	128401.33	1061245	331	1	1	1061245	1	328986	2	187442	4
55c0f4_contigs.fa	1865221	8	233152.62	1079735	376	1	1	1079735	1	365715	2	138612	4
55c2c0_contigs.fa	2648324	749	3535.81	490457	302	26316	167	151980	5	26827	11	946	263
55d598_contigs.fa	1815157	14	129654.07	505238	307	2	2	225155	3	172148	4	99523	7
55e5d5_contigs.fa	1817022	9	201891.33	1039259	416	2	2	1039259	1	364761	2	118752	4
55fd8c_contigs.fa	1825713	21	86938.71	506483	314	7	1	421442	2	420501	3	95978	6
562792_contigs.fa	1841851	14	131560.79	858845	328	4	4	355459	2	174260	3	133437	5
562c92_contigs.fa	1788686	11	162607.82	576706	546	2	2	411274	2	384655	3	113174	5
56324e_contigs.fa	1922994	13	147922.62	889025	323	0	0	388478	2	168557	3	136357	5
563302_contigs.fa	1869200	10	186920.00	1048745	357	1	1	1048745	1	413656	2	120893	4
5656d8_contigs.fa	1907290	20	95364.50	950410	306	1	1	399584	2	399584	2	60958	6
5671d0_contigs.fa	1884061	15	125604.07	1040159	776	3	3	1040159	1	337591	2	101123	5
5676f7_contigs.fa	2857141	768	3720.24	566848	300	30952	335	113150	6	27095	15	1005	260
569f3f_contigs.fa	1810910	12	150909.17	1142289	413	0	0	1142289	1	311566	2	187069	3
56a7e3_contigs.fa	2132181	16	133261.31	1051146	332	247	1	686033	2	686033	2	222293	3
56d176_contigs.fa	1837017	21	87477.00	630173	302	4	4	318595	2	144347	4	83506	8
56d31d_contigs.fa	1882422	16	117651.38	513922	333	135	5	300993	3	225694	4	108019	7
56d332_contigs.fa	1804600	14	128900.00	594379	502	5	1	405881	2	266361	3	94127	7
572d72_contigs.fa	3702120	199	18603.62	432717	300	1820	23	88480	11	59308	22	17002	41
579107_contigs.fa	1811183	13	139321.77	1155053	310	0	0	1155053	1	311433	2	187089	3
57b4e0_contigs.fa	1786585	11	162416.82	988546	332	22	5	988546	1	340283	2	114936	5
57f0d2_contigs.fa	1850369	26	71168.04	371463	322	45	5	170905	4	147859	6	93302	9
57f9df_contigs.fa	1859656	8	232457.00	937326	740	11	1	937326	1	379408	2	117389	5
57fb14_contigs.fa	1918137	18	106563.17	544467	373	21	1	446514	2	154488	5	65391	8
5817e0_contigs.fa	1924739	12	160394.92	1046199	648	1	1	1046199	1	354669	2	125180	5
584462_contigs.fa	1790820	12	149235.00	755241	534	3	3	384617	2	228404	3	129047	5
584ee6_contigs.fa	1940694	22	88213.36	433225	310	9	4	183853	4	149908	6	62081	10
585f21_contigs.fa	1940633	20	97031.65	572075	306	6	5	237600	3	163630	5	114634	8
586937_contigs.fa	1792527	12	149377.25	988885	404	3	3	988885	1	384643	2	128530	4
58c091_contigs.fa	1801655	18	100091.94	1011931	312	2	2	1011931	1	375096	2	115974	4
58dd68_contigs.fa	1900610	16	118788.12	407786	311	2	2	364999	3	276123	4	103035	7
5901b5_contigs.fa	1876937	12	156411.42	831246	319	11	1	423924	2	201001	3	105814	5
590350_contigs.fa	1831515	14	130822.50	1005885	332	0	0	1005885	1	351581	2	108795	5
590f97_contigs.fa	1784116	10	178411.60	991355	712	17	5	991355	1	370246	2	122847	4
592da4_contigs.fa	1870417	24	77934.04	542874	190	29	1	425034	2	138996	4	107297	7
594f8d_contigs.fa	1769592	11	160872.00	664372	393	32	2	506573	2	330174	3	129211	4
596366_contigs.fa	1844786	16	115299.12	556779	343	22	2	432457	2	357813	3	78001	6
596430_contigs.fa	1808484	9	200942.67	1008923	539	12	2	1008923	1	379347	2	111198	4
5970b4_contigs.fa	1829885	18	101660.28	541449	407	327	2	172313	3	135073	5	80688	9
599591_contigs.fa	1769929	14	126423.50	994618	416	10	1	994618	1	387557	2	115815	4
59a4e1_contigs.fa	1913993	21	91142.52	517220	376	3	3	236036	3	127741	5	49364	9
59b3d2_contigs.fa	3366665	1091	3085.85	63431	269	100646	1424	10775	86	4632	184	1260	452
59c260_contigs.fa	1870428	14	133602.00	565167	385	5	5	466794	2	140331	4	113215	7
59c68e_contigs.fa	1874500	17	110264.71	699877	368	1	1	406254	2	352367	3	113524	5
59cb66_contigs.fa	4211310	1784	2360.60	91849	269	68726	1483	10806	103	5101	221	648	707
59cd19_contigs.fa	1870951	12	155912.58	699891	420	0	0	408225	2	352571	3	113576	5
59e9e4_contigs.fa	3093832	1280	2417.06	38418	265	32965	289	5769	144	3074	291	993	622
5a0e0c_contigs.fa	4719967	3614	1306.02	45868	269	96329	1262	2760	354	1227	881	452	2161
5a1d36_contigs.fa	1850199	21	88104.71	741370	428	2	2	288012	2	115608	4	58335	8
5a3037_contigs.fa	3263271	659	4951.85	368838	301	59323	437	52222	15	13130	41	1823	197
5a3414_contigs.fa	1894894	24	78953.92	364816	425	11	1	160232	4	136467	6	39886	13
5a5404_contigs.fa	1847818	15	123187.87	573810	306	2	2	356172	2	188171	4	120302	7
5a5d0a_contigs.fa	1790395	7	255770.71	1113468	3780	36	6	1113468	1	385230	2	142615	3
5a5db7_contigs.fa	1926446	33	58377.15	282232	446	1	1	118551	5	84430	8	49170	14
5a7141_contigs.fa	1933564	21	92074.48	401528	344	2	2	272485	3	139526	6	60992	9
5a8936_contigs.fa	1890421	15	126028.07	769526	300	146	7	403639	2	271354	3	120802	5
5a8be9_contigs.fa	1918814	22	87218.82	463064	306	39	10	300613	3	165306	5	114580	7
5aa431_contigs.fa	1773647	14	126689.07	573520	374	1	1	352731	2	322037	3	99367	6
5ab0e9_contigs.fa	1861141	20	93057.05	556618	311	9	2	383181	2	374637	3	73037	7
5abbfd_contigs.fa	1819655	22	82711.59	383560	328	2	2	127157	4	107483	7	39570	12
5ac18f_contigs.fa	1810738	13	139287.54	392174	327	15	3	317755	3	257878	4	115143	7
5ac6d3_contigs.fa	1925874	14	137562.43	769401	300	91	7	440161	2	262661	3	116396	5
5ad92d_contigs.fa	1852102	16	115756.38	608573	306	0	0	381167	2	153092	4	127813	6
5ae9c2_contigs.fa	1885059	17	110885.82	808461	335	33	3	265627	2	143377	4	63391	8
5b04f7_contigs.fa	1790959	17	105350.53	522714	327	0	0	392648	2	140670	4	64821	7
5b16dd_contigs.fa	1816177	11	165107.00	419619	737	1	1	365875	3	232388	4	128319	6
5b22b8_contigs.fa	1929237	19	101538.79	614842	305	32	1	387194	2	173931	4	109696	7
5b33dc_contigs.fa	1857162	20	92858.10	544171	311	0	0	303647	3	164818	4	97869	7
5b3d7c_contigs.fa	3520314	281	12527.81	327826	302	6560	55	36328	25	18614	53	6203	116
5b44b1_contigs.fa	1947449	38	51248.66	565937	306	7	3	483560	2	115524	5	58989	9
5b68ca_contigs.fa	1800014	14	128572.43	605102	823	33	1	359557	2	129234	4	62079	7
5b7957_contigs.fa	1795920	24	74830.00	546089	407	1	1	255995	3	139241	5	68982	8
5b8505_contigs.fa	1781064	15	118737.60	532022	426	33	3	371528	2	351205	3	107590	6
5b87d8_contigs.fa	1785595	13	137353.46	767879	364	32	2	382595	2	227510	3	118258	5
5b8981_contigs.fa	1798840	13	138372.31	568302	336	0	0	431036	2	390431	3	102240	6
5b9b70_contigs.fa	1812967	11	164815.18	1155397	345	1	1	1155397	1	311585	2	187056	3
5bbb7d_contigs.fa	1911887	30	63729.57	349188	402	19	5	180343	4	138104	6	56910	10
5bbd3a_contigs.fa	1971660	19	103771.58	704788	310	12	2	393742	2	184067	4	113848	6
5bc7e7_contigs.fa	1838728	37	49695.35	212186	330	15	3	163232	5	113670	8	62357	12
5bd584_contigs.fa	1871127	15	124741.80	815730	499	1	1	387245	2	202544	3	115915	5
5bfecb_contigs.fa	1838724	14	131337.43	412044	371	3	3	374812	3	263871	4	115411	6
5c07bb_contigs.fa	1894393	16	118399.56	555674	311	2	2	450357	2	380210	3	87381	6
5c1305_contigs.fa	1875567	21	89312.71	327010	330	4	4	179471	4	158667	6	68547	10
5c2cb9_contigs.fa	3260059	1524	2139.15	49696	269	11491	159	6668	131	3137	275	757	670
5c3ca7_contigs.fa	1778800	14	127057.14	526407	318	0	0	477588	2	363093	3	111501	5
5c4aa5_contigs.fa	1920804	82	23424.44	470633	261	3	3	311878	3	202199	4	94714	7
5c5846_contigs.fa	1937900	24	80745.83	533969	319	9	4	275561	3	168164	4	68318	8
5c851f_contigs.fa	1868088	14	133434.86	1074739	313	2	2	1074739	1	368786	2	109548	4
5c915e_contigs.fa	1879795	14	134271.07	673470	310	4	4	384278	2	142720	4	127082	6
5ca0bc_contigs.fa	1775045	9	197227.22	991686	310	2	2	991686	1	364945	2	124629	4
5caf03_contigs.fa	1882332	29	64908.00	398117	305	4	4	264123	3	112482	6	64582	10
5cb80e_contigs.fa	1899669	16	118729.31	806863	306	4	4	391473	2	192634	3	59769	7
5cc4f4_contigs.fa	1926888	23	83777.74	346095	389	22	3	190941	4	125579	6	74519	10
5cdbe9_contigs.fa	1772109	9	196901.00	991857	736	160	2	991857	1	377183	2	108566	4
5ce4bc_contigs.fa	1855745	18	103096.94	544154	311	0	0	283674	3	164065	4	79473	8
5cfc1d_contigs.fa	1902973	14	135926.64	425291	323	0	0	232683	3	168225	5	109661	8
5d0f2b_contigs.fa	1965159	23	85441.70	366893	330	26	2	257749	3	115202	6	66307	10
5d28d0_contigs.fa	1926612	13	148200.92	1063474	470	0	0	1063474	1	327537	2	173978	4
5d41e6_contigs.fa	1798440	11	163494.55	609411	699	0	0	384834	2	273094	3	106377	6
5d5950_contigs.fa	1809703	9	201078.11	1005490	390	22	2	1005490	1	376060	2	132939	4
5d635e_contigs.fa	1808394	13	139107.23	886421	473	1	1	378197	2	150890	3	111917	5
5d73a9_contigs.fa	1894843	22	86129.23	808317	335	8	3	281443	2	131795	4	64783	8
5d97d6_contigs.fa	1844128	15	122941.87	825303	306	3	3	270991	2	233174	3	103285	6
5da032_contigs.fa	1893298	12	157774.83	823601	311	1	1	354589	2	232386	3	148393	5
5db0aa_contigs.fa	1868210	18	103789.44	866375	407	6	6	378649	2	204638	3	97803	6
5db30e_contigs.fa	1851786	15	123452.40	995040	366	2	2	995040	1	385992	2	81288	5
5dbba3_contigs.fa	1826906	14	130493.29	1165238	328	44	4	1165238	1	286609	2	119192	4
5dccdc_contigs.fa	1883010	24	78458.75	302575	373	2	2	132170	4	105206	7	67494	11
5dcd4b_contigs.fa	1879782	10	187978.20	1087508	310	24	4	1087508	1	384225	2	122322	4
5dce06_contigs.fa	1798271	13	138328.54	710256	356	0	0	384702	2	272945	3	106195	6
5dd4b2_contigs.fa	2000466	31	64531.16	829137	320	0	0	201683	2	140772	5	75758	8
5de34c_contigs.fa	1816555	13	139735.00	419714	722	0	0	366111	3	232446	4	122643	6
5deb7e_contigs.fa	1846753	14	131910.93	605094	422	15	5	372340	2	371755	3	110365	6
5df8b5_contigs.fa	1984323	281	7061.65	356455	337	2319	27	210670	4	140473	6	20512	12
5dfa1c_contigs.fa	1863437	11	169403.36	537591	389	0	0	425465	2	408617	3	111022	6
5e0fe5_contigs.fa	1844144	16	115259.00	825284	306	2	2	384776	2	233119	3	113067	5
5e1c2a_contigs.fa	1832718	23	79683.39	329249	327	2	2	142099	5	106449	8	65380	12
5e4a8f_contigs.fa	1894747	29	65336.10	292035	345	0	0	122340	5	104945	8	56078	13
5e51e6_contigs.fa	2018923	332	6081.09	382601	308	733	10	366146	3	188683	5	5051	12
5e588f_contigs.fa	1833453	12	152787.75	606842	849	33	4	431223	2	376392	3	94957	6
5e6e5d_contigs.fa	1856752	17	109220.71	544156	311	12	2	273430	3	194733	4	98458	7
5e82e2_contigs.fa	1821467	16	113841.69	504818	314	2	2	493138	2	420763	3	110417	5
5e8efd_contigs.fa	1786217	10	178621.70	987883	788	33	5	987883	1	354026	2	123273	4
5ec0c4_contigs.fa	1909398	16	119337.38	533907	341	1	1	482760	2	457405	3	110925	5
5ec7eb_contigs.fa	1864569	10	186456.90	1007159	474	2	2	1007159	1	360787	2	106494	5
5eeb91_contigs.fa	1909695	208	9181.23	957550	275	1465	11	957550	1	113166	3	43173	7
5eebb2_contigs.fa	1895401	13	145800.08	631124	378	29	4	519830	2	456612	3	117935	4
5ef60b_contigs.fa	2019654	50	40393.08	411263	333	779	7	291007	3	149162	5	33798	10
5ef94c_contigs.fa	1831642	19	96402.21	502987	318	2	2	418704	2	380030	3	102974	6
5efa52_contigs.fa	1951023	27	72260.11	626249	308	207	9	429271	2	359931	3	122303	6
5f125d_contigs.fa	1856141	10	185614.10	1512698	310	0	0	1512698	1	1512698	1	186760	2
5f12d8_contigs.fa	1821626	16	113851.62	768574	328	2	2	164610	2	127163	5	97085	8
5f1d7f_contigs.fa	1834070	16	114629.38	960692	300	55	5	960692	1	441257	2	116793	4
5f2a08_contigs.fa	1901449	17	111849.94	677415	458	3	3	368539	2	142579	4	113321	7
5f4bce_contigs.fa	1838235	18	102124.17	548284	319	7	3	432959	2	365014	3	101803	6
5f6b16_contigs.fa	1817043	11	165185.73	1041954	432	0	0	1041954	1	365510	2	118638	4
5f738a_contigs.fa	1816061	11	165096.45	1031321	477	0	0	1031321	1	366023	2	132015	4
5f77f9_contigs.fa	1830548	20	91527.40	852254	320	1	1	391364	2	137055	3	95132	6
5f8f60_contigs.fa	1817765	9	201973.89	1031321	477	2	2	1031321	1	368432	2	131962	4
5fa6a0_contigs.fa	1880299	15	125353.27	902612	409	3	3	370826	2	186140	3	133082	5
5fac85_contigs.fa	1804151	10	180415.10	1006547	477	1	1	1006547	1	380760	2	126040	4
5fbb03_contigs.fa	1855817	20	92790.85	351354	311	1	1	142764	4	117007	7	61190	10
5fca5b_contigs.fa	1867957	12	155663.08	565167	386	35	7	388415	2	240691	4	112116	6
5fce62_contigs.fa	1870985	12	155915.42	1214627	393	1	1	1214627	1	310589	2	186898	3
5fe0a6_contigs.fa	1837891	11	167081.00	902368	327	4	4	405759	2	405759	2	114910	5
5ff41b_contigs.fa	1907787	27	70658.78	534077	305	2	2	205593	3	131979	6	94379	9
5ffa25_contigs.fa	1857170	15	123811.33	404638	311	11	1	307806	3	142150	5	111293	8
5ffc1a_contigs.fa	1929835	13	148448.85	608245	304	14	7	260233	3	256680	4	179955	6
5ffd8a_contigs.fa	1799954	13	138458.00	605135	387	0	0	418649	2	273548	3	106262	6
5ffee6_contigs.fa	1873220	15	124881.33	1094720	345	3	3	1094720	1	364660	2	121641	4
600420_contigs.fa	1876329	50	37526.58	630959	300	71	11	204051	3	129511	5	111730	8
600b7d_contigs.fa	1935190	25	77407.60	418402	344	6	2	309857	3	138853	5	44333	9
600e64_contigs.fa	1788890	29	61685.86	312331	343	0	0	145805	5	101703	8	53167	13
601415_contigs.fa	1824203	19	96010.68	526353	328	17	6	190568	3	123077	6	76098	10
602c4d_contigs.fa	2962300	1211	2446.16	44013	269	128368	1637	7629	95	2856	221	880	596
60319d_contigs.fa	1809390	11	164490.00	1149431	310	0	0	1149431	1	313038	2	186964	3
60345d_contigs.fa	2024542	252	8033.90	592729	305	2146	26	242401	3	136805	5	34350	9
604940_contigs.fa	1866472	15	124431.47	672539	328	1	1	326407	2	148925	4	97846	7
6050fe_contigs.fa	1803658	10	180365.80	882439	718	0	0	386925	2	386925	2	106974	5
6054e5_contigs.fa	1839595	15	122639.67	984661	302	114	2	984661	1	363780	2	99402	5
60616f_contigs.fa	1843350	12	153612.50	544178	373	2	2	412172	2	139550	4	107859	7
6085bb_contigs.fa	1864662	18	103592.33	510683	307	366	5	440391	2	376832	3	95846	6
6097bd_contigs.fa	1917683	12	159806.92	1069373	430	3	3	1069373	1	381426	2	148286	4
609c16_contigs.fa	1780603	12	148383.58	988272	354	1	1	988272	1	384222	2	120352	4
60a757_contigs.fa	1887993	24	78666.38	414006	302	71	4	349061	3	131795	5	83532	8
60ae5d_contigs.fa	1892376	15	126158.40	544453	311	0	0	307265	3	190431	4	97688	7
60c5c6_contigs.fa	1838215	9	204246.11	1034678	328	4	4	1034678	1	377475	2	118359	4
